SpeSpecimenNo,SpeSpecimenNoText,RLBCataloguedByRef.NamFirst,RLBCataloguedByRef.NamLast,RLBDateCatalogued,Column,Column2,IdeTaxonRef_tab(1).ClaGenus,IdeTaxonRef_tab(1).ClaSpecies,Column3,Column4,SitSiteRef_tab(1).RLBDepositNo,RLBRemarks,SitSiteRef_tab(1).RLBCoordinates_tab(1),RLBGHancockCollGrid2,SitSiteRef_tab(1).RLBDepth1,RLBGHancockCollDepth2,RLBRemarks2,RLBGCollectedByInitials,RLBGCollectedByName,IdeIdentifiedByParty_tab(1),IdeDateIdentified0,RLBGroup,RLBElementPart,SpeSide,RLBElementNo,RLBElement,RLBSubElement,RLBEleRemarks,RLBOntogeneticAge,SpePublicationRemarks,RLBDateCollected,Column5,IdeTaxonRef_tab(1).SecDepartment_tab(1),IdeFiledAs_tab(1),SitSiteRef_tab(1).RLBCollection,ColDivision,ColDepartment
Project Acronym,Catalog number,Cataloger First Name,Cataloger Last Name,Date cataloged,higher taxonomic designation,IRN taxonmy,Scientific Name Genus,Scientific Name Species,taxonomy questions,Sites IRN,Pit No.,General locality,Grid No. (1),Grid No. (2),Depth 1,Depth 2,Locality Remarks,Collector initials,Collector name,Identified by,Identified date,Element Group,Element part,Element side,Element No.,Element,Sub-Element,Element remarks,Ontogenetic age,"General publication remarks; author, date, journal title, volume",Date collected (true value),Additional notes that do not fit in other fields,Department (always Rancho La Brea),Filed as (always yes),Collection,Division,Department
HC,16804.0,Mary ,Romig,1984-11-23T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,appendicular,,,1st,phalanx,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,16805.0,Mary ,Romig,1984-11-23T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,appendicular,,,1st,phalanx,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,16806.0,Mary ,Romig,1984-11-23T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,appendicular,,,1st,phalanx,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,16807.0,Mary ,Romig,1984-11-23T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,appendicular,,,1st,phalanx,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,16808.0,Mary ,Romig,1984-11-23T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,appendicular,,,1st,phalanx,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,16809.0,Mary ,Romig,1984-11-23T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,appendicular,,,1st,phalanx,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,16810.0,Mary ,Romig,1984-11-23T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,appendicular,,,1st,phalanx,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,16811.0,Mary ,Romig,1984-11-23T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,appendicular,,,1st,phalanx,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,16812.0,Mary ,Romig,1984-11-23T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,appendicular,,,1st,phalanx,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,16813.0,Mary ,Romig,1984-11-23T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,appendicular,,,1st,phalanx,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,16814.0,Mary ,Romig,1984-11-23T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,appendicular,,,1st,phalanx,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,16815.0,Mary ,Romig,1984-11-23T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,appendicular,,,1st,phalanx,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,16816.0,Mary ,Romig,1984-11-23T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,appendicular,,,1st,phalanx,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,16817.0,Mary ,Romig,1984-11-23T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,appendicular,,,1st,phalanx,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,16818.0,Mary ,Romig,1984-11-23T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,appendicular,,,1st,phalanx,,w broken prox end;,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,16819.0,Mary ,Romig,1984-11-23T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,appendicular,,,1st,phalanx,,w broken prox and dist ends;,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,16820.0,Mary ,Romig,1984-11-23T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,appendicular,,,1st,phalanx,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,16821.0,Mary ,Romig,1984-11-23T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,appendicular,,,1st,phalanx,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,16822.0,Mary ,Romig,1984-11-23T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,appendicular,,,1st,phalanx,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,16823.0,Mary ,Romig,1984-11-23T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,appendicular,,,1st,phalanx,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,16824.0,Mary ,Romig,1984-11-23T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,appendicular,,,1st,phalanx,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,16825.0,Mary ,Romig,1984-11-23T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,appendicular,,,1st,phalanx,,w broken prox end;,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,16826.0,Mary ,Romig,1984-11-23T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,appendicular,,,1st,phalanx,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,16827.0,Mary ,Romig,1984-11-23T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,appendicular,,,1st,phalanx,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,16828.0,Mary ,Romig,1984-11-23T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,appendicular,,,1st,phalanx,,w broken prox end;,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,16829.0,Mary ,Romig,1984-11-23T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,appendicular,,,1st,phalanx,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,16830.0,Mary ,Romig,1984-11-23T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,appendicular,,,1st,phalanx,,w broken dist end;,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,16831.0,Mary ,Romig,1984-11-23T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,appendicular,,,1st,phalanx,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,16832.0,Mary ,Romig,1984-11-23T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,appendicular,,,1st,phalanx,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,16833.0,Mary ,Romig,1984-11-23T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,appendicular,,,1st,phalanx,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,16834.0,Mary ,Romig,1984-11-23T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,appendicular,,,1st,phalanx,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,16835.0,Mary ,Romig,1984-11-23T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,appendicular,,,1st,phalanx,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,16836.0,Mary ,Romig,1984-11-23T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,appendicular,,,1st,phalanx,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,16837.0,Mary ,Romig,1984-11-23T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,appendicular,,,1st,phalanx,,w broken prox and dist ends;,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,16838.0,Mary ,Romig,1984-11-23T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,appendicular,,,1st,phalanx,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,16839.0,Mary ,Romig,1984-11-23T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,appendicular,,,1st,phalanx,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,16840.0,Mary ,Romig,1984-11-23T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,appendicular,,,1st,phalanx,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,16841.0,Mary ,Romig,1984-11-23T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,appendicular,,,1st,phalanx,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,16842.0,Mary ,Romig,1984-11-23T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,appendicular,,,1st,phalanx,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,16843.0,Mary ,Romig,1984-11-23T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,appendicular,,,1st,phalanx,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,16844.0,Mary ,Romig,1984-11-23T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,appendicular,,,1st,phalanx,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,16845.0,Mary ,Romig,1984-11-23T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,appendicular,,,1st,phalanx,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,16846.0,Mary ,Romig,1984-11-23T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,appendicular,,,1st,phalanx,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,16847.0,Mary ,Romig,1984-11-23T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,appendicular,,,1st,phalanx,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,16848.0,Mary ,Romig,1984-11-23T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,appendicular,,,1st,phalanx,,w broken dist end;,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,16849.0,Mary ,Romig,1984-11-23T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,appendicular,,,1st,phalanx,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,16850.0,Mary ,Romig,1984-11-23T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,appendicular,,,1st,phalanx,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,16851.0,Mary ,Romig,1984-11-23T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,appendicular,,,1st,phalanx,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,16852.0,Mary ,Romig,1984-11-23T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,appendicular,,,1st,phalanx,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,16853.0,Mary ,Romig,1984-11-23T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,appendicular,,,1st,phalanx,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,16854.0,Mary ,Romig,1984-11-23T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,appendicular,,,1st,phalanx,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,16855.0,Mary ,Romig,1984-11-23T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,appendicular,,,1st,phalanx,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,16856.0,Mary ,Romig,1984-11-23T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,appendicular,,,1st,phalanx,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,16857.0,Mary ,Romig,1984-11-23T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,appendicular,,,1st,phalanx,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,16858.0,Mary ,Romig,1984-11-23T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,appendicular,,,1st,phalanx,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,16859.0,Mary ,Romig,1984-11-23T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,appendicular,,,1st,phalanx,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,16860.0,Mary ,Romig,1984-11-23T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,appendicular,,,1st,phalanx,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,16863.0,Mary ,Romig,1984-11-23T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,appendicular,,,,terminal phalanx,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,16866.0,Mary ,Romig,1984-11-23T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,forelimb,,lt,,unciform,,originally catalogued as K-2948 in bird catalogue;,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,16871.0,Mary ,Romig,1984-11-23T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,appendicular,,,1st,phalanx,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,16872.0,Mary ,Romig,1984-11-23T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,appendicular,,,1st,phalanx,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,16873.0,Mary ,Romig,1984-11-23T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,appendicular,,,1st,phalanx,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,16874.0,Mary ,Romig,1984-11-23T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,appendicular,,,1st,phalanx,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,16875.0,Mary ,Romig,1984-11-23T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,appendicular,,,1st,phalanx,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,16876.0,Mary ,Romig,1984-11-23T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,appendicular,,,1st,phalanx,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,16877.0,Mary ,Romig,1984-11-23T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,appendicular,,,1st,phalanx,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,16878.0,Mary ,Romig,1984-11-23T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,appendicular,,,1st,phalanx,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,16879.0,Mary ,Romig,1984-11-23T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,appendicular,,,1st,phalanx,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,16880.0,Mary ,Romig,1984-11-23T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,appendicular,,,1st,phalanx,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,16881.0,Mary ,Romig,1984-11-23T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,appendicular,,,1st,phalanx,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,16882.0,Mary ,Romig,1984-11-23T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,appendicular,,,1st,phalanx,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,16883.0,Mary ,Romig,1984-11-23T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,appendicular,,,1st,phalanx,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,16884.0,Mary ,Romig,1984-11-23T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,appendicular,,,1st,phalanx,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,16885.0,Mary ,Romig,1984-11-23T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,appendicular,,,1st,phalanx,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,16886.0,Mary ,Romig,1984-11-23T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,appendicular,,,1st,phalanx,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,16887.0,Mary ,Romig,1984-11-23T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,appendicular,,,1st,phalanx,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,16888.0,Mary ,Romig,1984-11-23T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,appendicular,,,1st,phalanx,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,16889.0,Mary ,Romig,1984-11-23T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,appendicular,,,1st,phalanx,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,16890.0,Mary ,Romig,1984-11-23T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,appendicular,,,1st,phalanx,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,16891.0,Mary ,Romig,1984-11-23T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,appendicular,,,1st,phalanx,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,16892.0,Mary ,Romig,1984-11-23T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,appendicular,,,1st,phalanx,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,16893.0,Mary ,Romig,1984-11-23T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,appendicular,,,1st,phalanx,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,16894.0,Mary ,Romig,1984-11-23T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,appendicular,,,1st,phalanx,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,16895.0,Mary ,Romig,1984-11-23T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,appendicular,,,1st,phalanx,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,16896.0,Mary ,Romig,1984-11-23T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,appendicular,,,1st,phalanx,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,16897.0,Mary ,Romig,1984-11-23T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,appendicular,,,1st,phalanx,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,16898.0,Mary ,Romig,1984-11-23T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,appendicular,,,1st,phalanx,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,16899.0,Mary ,Romig,1984-11-23T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,appendicular,,,1st,phalanx,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,16900.0,Mary ,Romig,1984-11-23T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,appendicular,,,1st,phalanx,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,16901.0,Mary ,Romig,1984-11-23T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,appendicular,,,1st,phalanx,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,16902.0,Mary ,Romig,1984-11-23T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,appendicular,,,1st,phalanx,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,16903.0,Mary ,Romig,1984-11-23T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,appendicular,,,1st,phalanx,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,16904.0,Mary ,Romig,1984-11-23T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,appendicular,,,1st,phalanx,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,16905.0,Mary ,Romig,1984-11-23T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,appendicular,,,1st,phalanx,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,16906.0,Mary ,Romig,1984-11-23T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,appendicular,,,1st,phalanx,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,16907.0,Mary ,Romig,1984-11-23T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,appendicular,,,1st,phalanx,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,16908.0,Mary ,Romig,1984-11-23T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,appendicular,,,1st,phalanx,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,16909.0,Mary ,Romig,1984-11-23T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,appendicular,,,1st,phalanx,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,16910.0,Mary ,Romig,1984-11-23T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,appendicular,,,1st,phalanx,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,16911.0,Mary ,Romig,1984-11-23T00:00:00Z,,4101.0,Canis,dirus,,2024.0,no data,,,,,,,MFP,Museum Field Party,,,appendicular,,,1st,phalanx,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
